Document_group	Document_name	N_coded_segments	N_memos	Author	Country	Sex	Marital_status	Employment_status	Employment_status_of_partner	Highest_obtained_diploma	N_children_in_household	How_many_children_.in_.family_you_grew_up	Who_of_your_parents_paid_job	Temporal_dimension	Sq1_Change	Sq2_Satisfaction	Sq3_Personal.control	Sq4_Strereotypes	Sq5_Outcome	Sq6_FairvsUnfair	Sq7_Gender	Key_actors_in_the_story	Age	text
SE_quotes	SE_Q_F_23_CFR	28	0	Klara	24	2	6	5	0	3	0	2	3	2000-2010	5	1	3	5	6	2	5	Family members	23	*| 1 | R: (...) I think about when I meet my relatives. We are six cousins, two boys and four girls. When I started thinking about this I realized that it is expected of us girls to help to clear the table and do things and the boys just sit down. |*| 2 |   |*| 3 | [...] |*| 5 | R: I don't think it happens in any other way than that we [the girls] rise and the boys don't. It's not  something we talk about, it just happens |*| 7 | R: Well... I guess it feels okay. And it doesn't happen so often since we don't meet so often. But I think  the way we look at this is a bit different between these three families... In my family, we are two sisters, so there hasn't been any [gender] difference, but it feels like as if there are different levels of awareness in the different families, and a difference as to how often things are discussed around the kitchen table |*| 9 | R: I think it depends on what you are used to... Well, you sense what you are expected to do, but you also do what you think is right. If you haven't felt that you should help doing things; if you aren't asked to, it doesn't come naturally, but if it's a part of a general feeling of ”this is what you do”, then you rise and do it... I think it is much like that, unconscious thoughts or feelings about what to do.  |*| 10 | [...] |*| 11 | R: And that is... if I think further, now that I start to talk about it, this does not only concern the younger generation, but also the parents. My relatives play golf but my father doesn't, so he's in the kitchen, helping out, but none of the men from the other families do that, because they are busy golfing or watching the TV. So, perhaps it is more natural that everyone helps in my family. |*| 12 | [...] |*| 14 | R: Perhaps not in this particular context, it's a bit sensitive... It's quite interesting, especially as my uncle has a hot temper - if something goes wrong, then... You hardly dare to cut the bread, because the slices could get a bit too thick [laughter]. My mother described this as a bit Nor*| é*| nian [Nor*| é*| n is a Swedish playwright who has done famous plays about family parties ending in disaster], and she has a point, it is very much that you can't do anything wrong, and everyone and everything amounts to not making certain people angry... So I think it would be hard to bring these things up in this particular context... But, if you are aware and see what happens you can make sure that these patterns don't form in other families or in other contexts, |*| 16 | R: No, I think that... In my family we discuss, we talk about these things and that's the normal thing to do for us. |*| 17 | [...] |*| 18 | R: (...) I was thinking about us being three very different families. In my family I feel that there is another kind of awareness, and my parents have the same level of education, while among the other parents', the man earns much more money and has a fancy job. That could also affect which role you take, I guess. |*| 19 | [...] |*| 21 | R: Yeah, that's right. |*| 23 | R: Exactly. The way she told it she had not really felt that it was any difference between men and women [while studying at the university], and when she started working it came as a huge chock... |*| 25 | R: Being a female doctor wasn't easy... The bosses very clearly diminished the women and were happy about the men... She started female doctors' networks and stuff... I think that as long as you are in school [university] you are quite protected.  |*| 27 | R: I don't know, I have no idea. Not entirely, no... |
SE_quotes	SE_Q_F_23_EDU	17	0	Klara	24	2	6	5	0	3	0	2	3	2000-2010	5	2	4	5	6	2	5	Myself, Teacher, Friends, Schools	23	*| 1 | R: (...) I realized that after I started [my university programme], I have learnt to laugh at other kinds of jokes, that it is a much more manly jargon. And if you're not into that, then you are regarded as very cross and boring... If you don't think it is great fun that someone paints a cock in your pad while sitting at a lecture... I can see that there has been a change, that I suddenly have learnt to laugh at other things |*| 2 | [*| *| ] |*| 3 | R: I think that you, or at least I do, quickly feel that if you want to be a part of the group you have to join in on the talk as well, even if I don't think that this type of jokes which are much about sex and quite harsh you know... [are very funny] |*| 4 | [...] |*| 5 | R: But I can imagine that this instrumental way and view is associated with the male; if a girl enters that world then you have already taken a step in that direction, you have already chosen a track that isn't really the most expected [for a girl] |*| 7 | R: Definitely, they have. But I made a group assignment, we were interviewing a professor in physics, and he automatically (we were a group of two girls and two boys), turned to the boys ... Even if I knew more about the subject. |*| 8 | [...] |*| 10 | R: I can imagine that there is a difference between [town A] and outside of [town A]...  |*| 11 | [...] |*| *| *|   |*| 13 | [...]  |*| 14 | R: Having a different jargon doesn't need to be a bad thing... You can actually understand that there is something other than what you're accustomed to. And in that way I think it's fun, but within certain limits... |
SE_quotes	SE_Q_M_23_EDU	20	0	Klara	24	1	6	5	0	3	0	4	3	1980-2010	4	1	4	5	6	2	5	Colleagues, Teacher, Peers	23	*| 1 | R: (...) Well, there is this thing that I experienced in primary school, that we were treated as parts of a gendered collective... And how my behaviour was interpreted in the light of this... It was like guilt by association, if a certain group had a desired or undesired behaviour, and you were in or close to that group, or just a boy, and in that way were seen as part of this collective, you could be pulled into [the conflict, or being told off by the teacher] |*| 2 | [...] |*| 4 | R: Well... ”quiet, boys!”, ”you boys in the back of the classroom”, ”you boys at the...”. You connect a group of boys to the accusation.  |*| 5 | [...] |*| 7 | R: It could be that you protested against being accused, because you were not guilty. But I don't think you realized that you had been accused because you were a boy, you just thought it was collective punishment...  |*| 9 | R: Exactly. It was so of the ordinary, boys and girls were so consistently treated like this, so you didn't notice... [that you had been categorized as a part of a gendered collective], You just thought it was collective punishment...  |*| 10 |   |*| 11 | [...] |*| 13 | [...] |*| 14 | R: (...) No, [the teacher wouldn't say] “you redheads”... In some way it is more socially accepted... [to categorize people as a part of a gendered collective]. You would definitely raise your eyebrows if someone said “you black guys at the back of the classroom” or “white girls” [*| *| ] I have heard of teachers differentiating people in a racist way, which you are very quick to react upon, which is good... But differentiating people on the basis of gender is much more subtle. |*| 15 | [...] |*| 16 | R: (...) [The respondent has later in life worked at his former school, alongside his old teachers] I know that there are teachers who really worked not to use such categorizations [*| *| ] They tried to adress people as individuals, with their names, not as groups. One teacher I worked with was very good at this, she knew where everyone was [in the classroom, thereby being able to adress people with names, not ”you boys in the corner”], but she could still be very normative and talk about girls and boys as groups... |*| 17 | [*| *| ] |*| 18 | R: So I have been on the other side, I have been a teacher [as well as a pupil], and I have still by accident said these things, made those comments... And I have had colleagues who were very aware of how problematic it is [addressing boys and girls as groups] who have still, by accident... |*| 20 | R: Because you are in a world where everyone does this, where it's completely usual and normal... So it's hard to resist, or... It's a generalization that you easily do, because it is so common... And then, at regular intervals, you think about it, but it is very hard to change.  |*| 21 |   |
SE_quotes	SE_Q_M_23_LEI	10	0	Klara	24	1	6	5	0	3	0	4	3	2000-2010	6	2	6	5	6	2	5	Myself, Partner, Siblings, Children, Salesman	23	*| 1 | R: (...) How one is treated by salespeople... I was in Venice with my former girlfriend, about 2008-2009, and we were walking through the streets, with lots of tourists and lots of salespeople. And they all turned to me, when they tried to sell stuff to both of us.  |*| 2 | [...] |*| 3 | R: We greeted [the salesman] and looked at his products. Even though it was very clear that we were both talking to him, it was hard for him to leave this idea behind.... |*| 5 | R: Exactly. Well, she was the one who had to be charmed, so I would spend the money |*| 6 | [...] |*| 8 | R: Yes I think so, I can't think of any particular occasion, but I know that I have been with my sister and her kids, and, unspoken, people have interpreted us as the parents of the child. We look quite alike, so some people have probably understood that we are brother and sister, but there has also been the suspicion that we are both parents. |*| 9 | [*| 腣*| ] |*| 11 | R: In those situations it has never been that clear. The expectations.. it is subtle, but I think they interpret me as the father of the child |*| 13 | R: No. |
SE_quotes	SE_Q_F_29_PRO1	12	0	Klara	24	2	2	1	1	6	1	2	3	2000-2010	1	4	5	5	5	1	5	Myself, students	29	*| 1 | R: (...) I am teaching a lesson in french and my pupils are about 16 years old... It's a very large group, about 32 pupils... It's lunchtime, they are hungry, tired and are making quite a noise, and I tell them to be quiet a few times and then I give a roar... I tell them that school isn't a circus, or something... And everyone falls silent and listen and think, wow, now she's angry. And after that, they behave.  And the next class they sat straight as ramrods, they having understood the rules, but then one boy says ”Well, you were a bit mad last time, but that's perhaps because you're pregnant”...  |*| 2 | [*| 腣*| ] |*| 3 | R: This was the french class, but I have another class as well [a bit older], and this was on Valborgsmässoafton [a Swedish feast] and [*| 腣*| ] only 4 pupils out of 30 were there... And I was really really angry, because we were supposed to have an examination, and the holidays were coming up. So, I had lots of reasons for... [being angry] |*| 5 | R: Yes, and extra work for the pupils themselves, because they wouldn't have time to be properly examined. And then some girls asked me what they were supposed to do, they didn't even know that... I got really angry with them, and told them to check it out themselves... And then they told my colleague, not me, that ”since she got pregnant, she has been so surly”   |*| 7 | R: I feel that a woman who gets angry, is not [seen as angry] because she has a reason to be angry, but because she has PMS or is pregnant... Or, as I remember since my own high-school years, people talked about people not having had sex for a long time, and if that was the case, you were [seen as] frustrated... And people didn't talk that way about men, only about women... One hasn't the right or isn't entitled to give a roar...[as a woman] |*| 8 |    |
SE_quotes	SE_Q_F_29_PRO2	11	0	Klara	24	2	2	1	1	6	1	2	3	2000-2010	5	4	4	4	3	1	5	Myself, Colleagues	29	*| 2 | [...] |*| 5 | R: And ”honey” isn't something you would say to anyone... |*| 6 | [...] |*| 8 | R: That's where I think, wow, does he have that much experience? I am new, with only three years of experience, that's nothing to twenty years.... I felt I should just be quiet, just act [calm], I don't have to become annoyed, because I feel that seniority in years is more important... And as for ”honey”... [*| 腣*| ]  I could have said ”don't call me honey”... But what's in it for me, I have to think [strategically] here... What kind of future communication do I want to have with this man? Do I want to be the bitch, this feminist pain in the ass? |*| 9 | [*| 腣*| ]  |*| 10 | R: Shall I make a row? One has to think [strategically]... Perhaps it's better to smile a bit, to “know your enemy” instead of having a confrontation... |
SE_quotes	SE_Q_F_29_PRO3	16	0	Klara	24	2	2	1	1	6	1	2	3	2000-2010	2	3	1	1	3	1	5	Myself, Aquaintances	29	*| 2 | [...] |*| 5 | R: I don't know. But it happens with practically everyone I meet. |*| 6 | [*| 腣*| ]   |*| 7 | R: I asked a male colleague what he thought might be the reason for this , and he said it's because I look like such a nice and pleasant person |*| 11 | R: Definitely. I am young, I talk a lot, perhaps I don't seem like a history- or french [high school] teacher. |
SE_quotes	SE_Q_M_32_LEI	17	0	Klara	24	1	6	6	0	3	0	2	3	2000-2010	1	2	5	5	1	2	5	Myself, Hairdresser	32	*| 2 | [*| *| ] |*| 3 | R: It's quite fascinating, this stereotype way of thinking, we could be two friends for all she knows... It's not that unusual that people are gay, so I think you should be more open minded.  |*| 4 | [*| *| ] |*| 5 | R: I meet that quite a lot, I have lots of female friends, and to many people you are more than friends if you take a walk in town. |*| 6 | [*| *| ] |*| 9 | R: Because who would want to take a walk with a woman you are not together with? [Laughter]  |*| 10 | [...] |*| 腣*| ] [They don't even ask] Who is this?, If they did I would get a chance to present them as [my friend] and her kids. |
SE_quotes	SE_Q_M_32_PRO	25	0	Klara	24	1	6	6	0	3	0	2	3	2000-2010	1	5	6	5	5	2	5	Myself, Colleagues, Resident of retirement home	32	*| 1 | R: (...) I worked at a retirement home for elderly, as a summer substitute [*| 腣*| ] It was evening and we were two in the staff, and one of us was to handle the medicines, which is quite a lot of work. One of the residents, a woman in her 80'ies, was to have a shower, and the only person available to perform this shower was me.  |*| 2 | [*| 腣*| ]  |*| 3 | R: My colleague was female, and in the regular staff, and I was a summer substitute... And this elderly woman protested against me performing the shower, because I was a man. .. It took quite a long discussion with this woman for me to be able to perform this shower, I had to explain that I was there as a professional, to care for the residents and nothing else... The good part of this story is that, after the shower, the woman said this was the best shower she had gotten since she came to the retirement home.  |*| 4 | [*| 腣*| ]  |*| 6 | R: You take it very easy, and make sure the temperature of the water is good. All the time I informed her where I was going to wash her, and we had agreed before the shower, that she was going to tell me the moment it didn't feel okay. This was one of the conditions for me being allowed to shower her.  |*| 7 | [*| 腣*| ]  |*| 9 | R: I think she might have imagined that I would stare or even get sexually aroused or something. It doesn't work so many men at the retirement home. The men who work there have night duty, and you never shower during the night... |*| 10 | [...] |*| 11 | R: I guess she had never been showered by a man since she got there... And I also think that there are ideas in her generation, about women nursing and men being doctors. |*| 12 | [*| 腣*| ]  |*| 13 | R: (...) One of the men who lived there also had that idea, he asked me how it felt to do women's work. I was so shocked, I hardly knew what to say... I don't see it like that, I nurse, and I don't think only women can nurse... [...] That's something rather common when you work in the medical service. |*| 14 | [*| 腣*| ]  |*| 15 | R: Many people expect you to be or want to be a doctor... |*| 17 | R: Most people do it sceptically... They think you don't have the stamina to study to be a doctor or something... But when I say I want to work as a nurse, because I want to have close contact with the patients, something a doctor wouldn't have, many understand what I mean.  |*| 18 | [*| 腣*| ]  |*| 19 | R: I think it's mainly the male nurse students who get that question. I have female classmates who also get that question, but not as often as me or the other men. |*| 21 | R: More openly: Are you thinking about becoming a doctor later? To me they would say: I guess you are becoming a doctor later on? So he wording is very different. And this becomes very evident when you visit a patient with your class mate, because they ask both of us the same question, in a closed way to me, so that i shall answer: Yes of course I am going to be a doctor. It is posed more openly to the female class mate, so she can answer: No, I am going to be a nurse...  |
SE_quotes	SE_Q_M_52_LEI	22	0	Klara	24	1	2	1	1	5	2	3	1	2000-2010	6	1	2	5	6	1	5	Carpenter	52	*| 1 | R: (...) [This example] is about how me and my wife were met by the same person |*| 2 | [*| 腣*| ]  |*| 3 | R: (...) We are [renovating], and have had some carpenters at the house. We are doing this together, we have been very clear about that from the start, my wife is at least as motivated as me... We have done most of the renovation ourselves, but everytime we have had a carpenter there it is [my wife] who asks most of the questions, and they answer to me... It is incredibly clear, we talk as if we were a triangle [the wife asks the question and the carpenter looks at the respondent and answers the question]  |*| 4 | [...]  |*| 5 | R: And they don't notice it... And if I ask how we should go about something, they tell me what I should do... It's so deeply embedded into them, they don't notice what they are doing... |*| 6 | [...] |*| 7 | R: Whatever you ask... [My wife] can ask, how do we straighten this pole, and they physically turn to me and tell me what to do or what tool to use... Very very frequently... |*| 9 | R: No, we haven't done that... You don't want the carpenter to go away and don't come back... But sometimes we have exaggerated it and planned that she shall ask the questions... And it doesn't help... Or, it might work once or twice, but mostly it doesn't |*| 11 | R: It's really quite tragic... But we know that this is how it is... Depending on what mood you're in, you get amused or frustrated. And, of course , it's worse for her, she is the one who isn't taken seriously... But I sometimes feel rather offended, because I also get pushed into a role that I don't... I don't like, I have never launched myself as a  carpenter type of guy... But I am forced to live up to that, and to act as if I knew what I was talking about. I think we [me and my wife] know equally little about carpentering, but some things she has looked into more than me, and then I can catch myself at playing along [with the carpenters expectations]   |*| 12 | [*| 腣*| ] |*| 13 | R: Yes, that [playing along] unfortunately comes easily if you're a man, to take chances, hoping no one will notice if you don't know what you're talking about.  |*| 14 | [*| 腣*| ]  |*| 15 | R: (...) Now I realize that it was exactly the same, only the other way around, when we had children.  |*| 16 | [...] |*| 17 | R: (...) There it is the father who doesn't exist...I had to experience how the nurse answered my wife when I was asking the questions. |*| 18 | [*| 腣*| ]  |*| 19 | R: (...) I realize that this what women experience all the time... Perhaps it is not so clear for women, who experience it all the time, but it was very clear to me... |*| 20 | [*| 腣*| ]  |*| 21 | R: (...) You notice when you are unfairly treated, but I wonder if you notice when you are favoured. [*| 腣*| ] You are always favoured, every day, without noticing, just because you are a man... |
SE_quotes	SE_Q_M_52_PRO	21	0	Klara	24	1	2	1	1	5	2	3	1	2000-2010	6	1	2	5	1	1	5	Employer/Boss, Church	52	*| 1 | R: (...) This is an example I had probably not thought about if it hadn't been for my wife...   |*| 2 | [*| 腣*| ]  |*| 3 | R: (...) Because we have the same profession, we are both pastors, and we have worked at the same place, and have had the same boss. She had huge problems with him, or he had with her... Anyway, it didn't work out. And we have talked so much about this at home... This is so classically patriarchal, a textbook example... And this is unconscious, because [the boss] thinks he is a great feminist and very aware... And he is so patriarchal, in every way you can imagine, every master suppression technique: diminishing, double bind, and all the unmotivated and unpredictable tellings-off... |*| 4 | [...] |*| 5 | R: (...) But, what is interesting, is that I have never had any problems with him |*| 6 | [*| 腣*| ]  |*| 7 | R: None at all, he shows me such respect, we talk easily... This caused big problems when [my wife] started working there, at which time I had not had him as boss but already knew him... It was very hard for me to understand and, almost, believe her, because I thought I knew him.... But she gave a completely different account of him, and at last I realized she was right... |*| 8 | [*| 腣*| ]  |*| 9 | R: We [me and my wife] have the same education, we're equally talented, have the same values and think the same things are important... So we are relatively comparable... In the same situation he would treat us totally different... And as there are a lot of women working there, I can see how he treats them... |*| 10 | [...] |*| 12 | [*| 腣*| ]  |*| 15 | R: Yes, but he can't  handle a woman who is as talented as he is, or has a bit better education than he has [which the wife has]... This is very evident to us, since we can compare our experiences of the same situation... |*| 16 | [*| 腣*| ]  |*| 18 | R: No, I think he wants women to work there, because that gives him an automatic authority. But he wants them to be beneath him in the hierarchy...  |
SE_quotes	SE_Q_F_60_PRO1	13	0	Klara	24	2	2	1	1	5	2	3	1	2000-2010	1	5	6	5	1	1	5	Myself, Colleagues, Employer	60	*| 1 | R: (...) One thing that upset me very much happened about ten years ago. It suddenly came to my knowledge that a male colleague had 2000:- more a month, even though we had the same role, the same tasks. This made me furious, really really angry. But... The thing was that the way I had found this out. There was a girl doing our salaries, who was really not allowed to tell me this... But she hinted to me, and then I realized that it was true... But I couldn't do anything about it, because then she would have been exposed. |*| 3 | R:  Yes, it was incredibly frustrating... I was so furious and thought about it for a long time, how to proceed... We, me and the girl who revealed it to me, tried to think of a way to proceed... Because she was almost as upset as I was, that was why she had told me in the first place. But then... I couldn't do anything, and at last he quit, and that was the end to it... Well, I have read about this, I know it happens, but it was extremely upsetting to be targeted myself... And it was quite a lot of money as well, and we really had the same tasks. I couldn't see a motive, and I don't think there was one either, other than him having negotiated about his salary... |*| 4 | [...] |*| 5 | R: I felt so pinioned. Had I found out about it in another way, I would have gone straight to my boss and asked what the hell this was |*| 7 | R: That's what I would have done, definitely, no doubt about that, but I didn't want to expose her... |*| 8 | [*| 腣*| ]  |*| 9 | R: I think our boss was quite, how shall i put it, weak... And I can imagine that the guy who earned more than me was quite large and tough and cocky... Perhaps it wasn't so hard for him to negotiate or convince... And the boss should have noticed how unfair it was. Perhaps he would have done that if he had thought about it, but I don't think he ever thought anyone would find out. |
SE_quotes	SE_Q_F_60_PRO2	11	0	Klara	24	2	2	1	1	5	2	3	1	1980-1990	1	5	6	5	1	1	5	Myself, Colleagues	60	*| 1 | R: (...) I have been in the [business a] and in the end of the 80ies I went to a number of fairs in France. It's a yearly fair in [town a] and I went there the first time in the end of the 80ies. [Business a] is a very male dominated business, but I have never felt discriminated before, never felt that anyone didn't listen to me... So we went [to France], me and two colleagues, one woman and one man... What you do is, you meet other companies, you have meetings... I was working with import at the time, so I would have meetings with foreign companies and import [products] and such... So the plan was to have meetings with people. And when I get there, it turns out that, well, for one thing, it was about 80 % men and 20 % women there, and the all of the women, except for me and my colleague, were young, cute, dressed-up, made-up girls who only served coffee, wrote protocols, booked the meetings of their bosses or male colleagues. When I came home I remember saying – they are nothing but boat-bunnies! And that gave me a chock, I didn't know it was that way... And in a concrete way it was hard, because many of the people I had meetings with were men. And many all the time asked if my male colleague was going to join us. We had decided to be in different meetings, to be as efficient as possible, and we also did different things [in the company]... The meetings without him, they weren't good meetings, there were no decisions made, we only talked. Because if a decision was to be made, the man in the meeting wanted to talk to [male colleague]... And he [male colleague] wasn't boss or anything, he was just... |*| 2 | [...] |*| 4 | [...] |*| 7 | R: Yes, they did, but I felt that they didn't take it seriously. When I came home and thought about it, I realized that this business is extremely conservative when it comes to men and women... |*| 8 | [...] |*| 9 | R: This really got to me... I often came back to it, and have thought a lot about it afterwards, that it was so incredibly clear that.... I was really taken unawares...  |
SE_quotes	SE_Q_M_63_SOC	7	0	Klara	24	1	2	1	2	8	3	1	3	1960-1970	5	5	1	5	5	5	5	Myself, The Wounded	63	*| 2 | R: That was about physical strength too...  |*| 3 | [...] |*| 4 | R: Well, what happened was that there was a [car]accident, and we were supposed to help... And there were some girls there, too, and they couldn't manage it, so we had to help instead...  |*| 5 | [...] |*| 6 | R: Well, they passed by car, and stopped and tried to help.. Opening car doors and such, but... [they weren't able to] And then we came along in our military car and helped instead. |*| 7 | [...] |*| 9 | R: Yes, [they couldn't manage] getting [the wounded people] out of the cars... There we came in handy. |*| 11 | R: Fitness and all that... But both girls and boys do military service nowadays, so that's quite equal. |*| 13 | R: It's an excellent thing  |*| 15 | R: Yes, they might, but in that case you must complement each other. So that is probably only an advantage.  |
SE_quotes	SE_Q_M_63_CFR	10	0	Klara	24	1	2	1	2	8	3	1	3	1990-2000	5	5	5	5	5	5	5	Myself	63	*| 1 | R: When it comes to my daughters car, she can't change the tyres herself, because she is not as strong as me.  |*| 2 |   |*| 3 | [...] |*| 4 | R: Well, it was in the wintertime, when snow has fallen, she called me and asked for help, she couldn't even remove the rims, or even the bolts... |*| 5 | [...] |*| 6 | R: And she drove into a ditch, then I also had to help her... I went to pull the car back up, that has happened too. |*| 9 | [...] |*| 10 | R: It's also harder for girls to repair bikes... When the inner tube is broken it's a bit harder for them [girls] to change it, it takes some physical strength you know... |*| 12 | R: First of all, strength... |*| 14 | R: Yes, it's a little bit about skill, they are not usually very technical... |*| 15 | [...] |*| 16 | R: And driving a car as well, girls have had trouble with that as well... But now she has learnt how to do it, now she's actually a better driver than me |*| 18 | R: Yes I did |*| 19 | [...] |*| 21 | R: It takes a bit longer for her than it does for the boys, because the boys had mopeds, she hadn't, so it took a bit longer |
SE_quotes	SE_Q_F_74_CFR	25	0	Klara	24	2	2	7	7	8	2	3	1	1960-1970	5	4	5	4	5	1	5	Myself, Partner	74	*| 1 | R: And then my daughter was born, and I was at home with her... This was never questioned |*| 3 | R: I have been thinking about this afterwards... Many of my colleagues who were only a bit younger continued working [when they had their babies] |*| 4 | [...] |*| 5 | R: That's how it has been all the time... We have been in a transition period, in between... As a parent, being at home taking care... My husband has always been working. I think he had time to pick me up at the maternity hospital and to be at home one day or something... He hasn't had any of this... |*| 7 | R: Never. At is workplace, he was an accountant, they would have thought it very weird if he had been at home. It's such a loss for him, he hasn't had the advantage [of being at home, watching his children grow up]... |*| 8 | [...] |*| 9 | R: He thinks it's so sad... And now, with his grandchildren, he is [very active] |*| 11 | [...] |*| 12 | R: (...) When they grew up, I think they, because I was at home with them when they were little, got the impression that I was some kind of at-home-person... When [my daughter] accompanied me to work once when I was working as a headmaster, she was so surprised... -I didn't know you had this role, deciding, organizing, ruling! I had not thought about how important it is that [the children] see their parents working... They had accompanied [my husband] to work, and they didn't wonder at him being a professional... But I was their mother, they didn't see me as a professional until they actually saw me doing my work...It was good that they came at last! |*| 13 | [...] |*| 14 | R: (...) It was only a couple of years [later], then it was taken for granted that women should work [and the children should go to kindergarten] ... So I had the opportunity to choose to either be at home or to work... |
SE_quotes	SE_Q_F_74_EDU1	10	0	Klara	24	2	2	7	7	8	2	3	1	1940-1950	5	5	1	5	5	5	5	Mother, Father	74	*| 1 | R: (...) Well, as I said, I grew up in [town e], together with my sister, who was two years older...  |*| 2 | [*| 腣*| ]  |*| 3 | R: (...) As I was finishing primary school, I was to go to secondary grammar school, and I applied to get in... But for her, choosing that was out of the question, she was to go to the girls' school. |*| 5 | R: I don't know the whole difference, but of course there were only girls in a girls' school, and it was shorter, you would get an exam comparable to a junior grammar school exam... And it was so natural that she should attend that school, but my parents thought I should attend secondary grammar school, and I was only two years younger. I don't know why they made such different choices for us... Me going to the girls' school was out of the question, even though there was nothing wrong with that girls' school. I was simply to attend secondary grammar school instead. |*| 9 | R: I don't think my parents had made a difference between us if we had been boy and girl... But in society as a whole [boys and girls were treated differently] |*| 10 | [*| 腣*| ]  |*| 11 | R: I think there was a transition period |*| 13 | R: Yes, that's how I think it was. |
SE_quotes	SE_Q_F_74_EDU2	12	0	Klara	24	2	2	7	7	8	2	3	1	1960-1970	5	5	5	5	5	1	5	Schools, the law	74	*| 1 | R: (...) Before I got married, you had to take your husbands last name... But just before we got married, they changed the rules... I was summoned to the headmasters office, I was studying to be a teacher at he time... And he asked me what my name was going to be. He probably thought I was going to be obstinate [and keep my maiden name], but I was going to take [my husbands] name, we had decided that... Isn't it interesting that this was a transition period, too? |*| 2 | [...] |*| 3 | R: (...) I married during my university years... And that's interesting, because marrying as a female student wasn't very popular... We had gotten an apartment and had been together for a while, and wanted to get married. We saw no reason for me to quit my studies only because of that.... And that went well, but I had a class mate who got pregnant and was getting married – she ”had to get married”, that's what it was called. And then there was a big row... She wasn't allowed to finish her education... |*| 4 | [...] |*| 5 | R: Because of being pregnant... She was not considered to be able to take care of the child I think... She finished her education afterwards I think, but it's horrendous that these things happened. |
RO_quotes	RO_Q_F_59_PRO	35	0	Monica Stroe	23	2	4	3	0	5	0	1	3	1970-1980	3	2	1	4	2	2	4	father, partner, employer	59	*| 1 | R: So let me tell you how I came to be*| *| 2 | (*| *| ) So anyway, I finished that too and a new challenge came up, since to me, being a secondary engineer, seemed to me an effort made in vain, since it’s not quite the same as being an engineer. So I assigned for an exam to become an engineer. And I studied two more years and became an engineer. So two years of vocational school, four years of engineer assistant and two years of engineering school. So 8 years in total, I did that too, only to be called an engineer. Do you think it was ever of any use?  |*| 3 | (...) |*| 4 | R: (...) So I never liked what I was doing for all those years I was working in technical design, I never liked it. It was a hassle, a nightmare even. And then the Revolution occurred (in 1989) and I tried finding a better paid job, because at the Institute the wages were very low and everyone needed more money.  |*| 5 | (...) |*| 7 | R: Yes, I missed another chance. When I was in college I took some pedagogy classes in order to be able to teach in case I ever wanted that. We could teach in technical high schools, in vocational schools, even regular high schools, but I thought that since I was specialized in Chemistry, I would teach at the Industrial Chemistry High School, where I had also done my practice there and I received an A plus. So this is how things were meant to be, because I never went to take my proficiency certificate. I was pregnant with (Son’s name), it was hard for me to go from my house to the Rectorate office at The Polytechnics School (name of the university’s building), it was summer, hot, I was towards the end of the pregnancy. I could barely bring myself to go there once and the secretary wasn’t available so they asked me to come back in some time and I haven’t gone back, I gave birth in the meantime, then (Son’s name) was little, anyway, I took rain checks on it for a year, two, three*| *|  I never took the certificate, for that matter (*| *| ) Life would have been different; I would have started a new life. |*| 8 | (*| *| ) |*| 11 | R: Well, as I told you, the canto professor went on leave and in the meanwhile my father taught me into not applying for canto anymore.  |*| 13 | R: Yes, he told me it sounds better to be a doctor than an artist, although I don’t think so anymore. But at the time it sort of made sense*| *|  I didn’t know what I wanted. |*| 14 | (*| *| ) |*| 16 | R: My father. |*| *|   |*| 18 | R: No, no, no. It was only my father who drew me into it.  |*| 20 | R: No, I think that if it had been someone in my life to guide me towards different fields that I could have chosen, I think that maybe I would have had peace and satisfaction and*| *|  (*| *| ) I can’t really negotiate, most of the time I make appeal to force, I take it into my head to do something, but not in a constructive manner, because I could have set my mind*| *|  Getting back to music, I could have set my mind and say that was the only thing I wanted to do (*| *| ) |*| 21 | (*| *| ) |*| 22 | R: Yes, in choirs, the school choir, chamber choir, once I sang at the Romanian Athenaeum. It was very good! It was then when my father realized he should support me into taking canto lessons. |*| 24 | R: 17-18. It was then when he decided it the case to*| *|  |*| 26 | R: And it wasn’t because he liked my voice, but because he’d heard the comments made around him, after I sang. And then he said, okay, it means she’s really talented and I should help her in this sense. |*| 28 | R: Alto. I had a very strong voice. Very strong.  |*| 29 | (...) |*| 30 | R: (...) But I never liked this thing (technical design). I never liked it. I think I would have been very good in an artistic field, something related to artisan work, maybe a designer, maybe I would have been good in fashion, but these were fields that didn’t exist back then. And after the revolution it was too late to re-orientate towards a different field. (...) |
